rollin',254
loaded,253
hollow,253
tie,253
johnny,252
dreamed,252
counting,252
hills,252
lust,252
problems,252
zone,251
whenever,251
fail,251
winds,251
devil's,251
stories,251
movie,250
hopes,250
stands,250
thinkin',249
planet,249
color,249
gentle,248
joke,248
cant,248
dogs,248
saint,247
pulling,246
something's,246
record,246
flies,245
beer,245
moments,244
p,244
y'all,244
ay,243
smiling,243
unknown,243
remains,243
boat,243
goodnight,242
wicked,242
sink,242
eight,242
rough,242
dee,242
embrace,242
ill,241
ugly,241
gods,241
fat,241
trace,240
desperate,240
busy,240
cryin',240
hunger,239
dollar,239
hidden,239
strangers,239
screams,239
barely,239
cherry,239
bother,239
bus,238
glow,238
victim,238
hung,238
couple,238
twist,238
beast,238
becomes,238
kisses,238
person,237
tale,237
somethin',236
takin',236
seat,235
shooting,235
thanks,235
imagine,235
medicine,235
telephone,234
nation,234
shows,234
jack,234
pop,233
he'd,233
mom,232
pocket,232
bag,232
could've,231
spoken,231
10,231
hearing,231
names,230
modern,230
score,230
plain,230
wont,230
smiles,230
frozen,230
greatest,230
spring,229
stones,229
confused,229
monday,229
everyone's,229
lonesome,228
ignore,228
drum,228
quit,228
lately,228
sadness,228
harm,228
shape,228
willing,228
rings,227
hurting,227
im,226
boots,226
nose,226
softly,226
arm,226
easier,226
seek,226
killer,226
closed,226
mountains,225
worlds,225
diamonds,224
flight,224
company,223
crush,223
emotion,223
2x,223
windows,223
gravity,223
gray,222
nature,222
art,222
revenge,222
fallin',222
cost,222
bodies,222
conscience,221
honest,221
lean,221
restless,221
bored,221
rush,220
heartbeat,220
troubles,220
station,220
washed,220
sunrise,219
damage,219
crossed,219
jenny,219
hmm,218
illusion,218
bigger,218
psycho,218
mister,218
iron,217
wrapped,217
shed,217
closing,217
pity,217
flash,216
hits,216
sha,216
store,215
melody,215
stayed,215
pale,215
blessed,214
aah,214
em,213
ashamed,213
reflection,213
plane,213
expect,213
blowing,213
hardly,212
load,212
raised,212
sacrifice,212
drifting,212
pretending,212
12,212
guilt,211
daddy's,211
slipping,211
sexy,211
pour,211
advice,210
although,210
doll,210
church,210
crashing,210
trick,210
wound,210
tick,209
ease,209
coffee,209
probably,209
spark,209
painted,209
rocks,209
twisted,209
upside,209
raining,209
notice,209
sang,208
mmm,208
hotel,208
reached,208
learning,208
melt,208
x4,208
bay,207
pa,207
travel,207
fist,207
sacred,206
animal,206
tearing,206
kills,206
dancin',206
driver,206
east,205
stops,205
kings,205
ya',205
nervous,205
foolish,205
conversation,205
erase,204
thee,204
writing,204
drift,204
they'd,204
imagination,204
trade,204
kingdom,203
hip,203
funky,203
showed,203
judge,203
resist,203
squeeze,203
plastic,203
forward,203
rainbow,202
club,202
food,202
praying,202
gift,202
truly,202
screen,202
candy,202
folks,202
pink,201
rescue,201
prayers,201
whose,201
aim,201
minutes,201
aside,201
thief,200
holes,200
ahh,200
sat,200
shattered,200
damned,200
ann,200
admit,200
god's,199
swing,199
covered,199
drug,199
exist,199
daylight,198
downtown,198
yeh,198
towards,198
wipe,197
di,197
island,197
sympathy,197
lots,197
respect,197
cigarette,196
drove,196
chair,196
match,196
class,196
saving,196
x3,196
sayin',196
float,196
wounds,196
draw,196
weren't,195
park,195
helpless,195
r,195
bout,195
season,194
form,194
snap,194
heartache,194
friday,194
aching,194
dive,194
steady,194
roads,194
hurricane,194
exactly,193
moved,193
himself,193
sunlight,193
rope,193
suffering,192
strike,192
spot,192
fades,192
faded,191
acting,191
greed,191
whore,191
silly,191
lesson,191
forgiveness,191
enjoy,190
sunny,190
rebel,190
wrap,190
leads,190
lick,190
ticket,190
lungs,189
religion,189
ordinary,189
touched,189
dancer,189
ghosts,189
energy,189
runaway,189
knocking,189
natural,189
sets,188
visions,188
tender,188
excuse,188
recall,188
smoking,188
horizon,188
tiny,188
heading,187
loser,187
waits,187
except,187
divine,187
emptiness,187
brighter,186
system,185
rider,185
where's,185
k,185
agree,185
flower,185
invisible,185
army,185
careful,185
super,184
coat,184
false,184
enemies,184
witness,183
spare,183
speaking,183
grew,183
toy,183
able,182
handle,182
ceiling,182
north,181
seasons,181
choke,181
waters,181
hat,181
disaster,181
ought,181
haunt,180
cards,180
sigh,180
lazy,180
joe,180
stolen,180
complete,179
seas,179
fresh,179
letters,179
heaven's,179
stairs,179
freeze,179
blown,179
drives,179
photograph,178
saints,178
leavin',178
prison,178
flag,178
rocking,178
scratch,178
shell,178
sake,177
satisfy,177
adore,177
gather,177
keys,177
drawn,177
offer,176
chill,176
recognize,176
claim,176
wisdom,176
